Generation,Cell,Fitness,X,Y
1,"(5,5)",1.6814,0.12,0.12
1,"(4,4)",0.7622,-0.07,-0.04
1,"(5,4)",1.5548,0.1,-0.12
1,"(4,4)",0.5926,-0.01,-0.06
1,"(5,4)",0.2147,0.01,-0.02
1,"(5,5)",0.2862,0.02,0.03
1,"(4,5)",1.8758,-0.15,0.11
1,"(4,4)",0.5343,-0.02,-0.05
1,"(4,4)",0.4066,-0.04,-0.0
1,"(4,5)",0.8594,-0.08,0.03
1,"(4,5)",0.3419,-0.0,0.04
1,"(5,4)",0.0637,0.0,-0.01
