Generation,Filled_Cells,Coverage_%,Best_Fitness
1,19,19.0,33.5027
2,27,27.0,33.5027
3,29,29.0,32.5233
4,36,36.0,30.2066
5,37,37.0,30.2066
6,38,38.0,30.2066
7,38,38.0,30.2066
8,38,38.0,30.2066
9,40,40.0,30.2066
10,40,40.0,30.2066
11,42,42.0,25.8784
12,44,44.0,25.8784
13,46,46.0,25.8784
14,49,49.0,25.8784
15,50,50.0,25.8784
16,51,51.0,25.8784
17,52,52.0,25.8784
18,52,52.0,25.8784
