Generation,Filled_Cells,Coverage_%,Best_Fitness
1,13,13.0,-52.9821
2,14,14.0,-53.0678
3,15,15.0,-53.3839
4,17,17.0,-53.3839
5,19,19.0,-53.3839
6,23,23.0,-53.3839
7,26,26.0,-53.3839
8,28,28.0,-53.3839
9,30,30.0,-53.3839
