Generation,Cell,Fitness,X,Y
6,"(7,2)",3.0871,2.34,-2.09
6,"(1,5)",3.0223,-3.04,0.49
6,"(3,3)",1.5147,-1.05,-1.18
6,"(4,8)",3.0454,-0.46,3.07
6,"(6,5)",1.0581,1.1,0.17
6,"(7,8)",3.8868,2.29,3.21
6,"(0,3)",5.1125,-4.84,-1.84
6,"(7,0)",4.9117,2.46,-4.33
6,"(3,6)",1.5781,-1.26,1.04
7,"(7,6)",2.8541,2.53,1.45
7,"(6,3)",1.4576,1.11,-1.02
7,"(3,4)",0.9479,-1.0,-0.05
7,"(2,6)",2.4469,-2.23,1.12
7,"(5,8)",3.6739,0.16,3.73
7,"(6,5)",0.9779,1.02,0.14
8,"(3,1)",3.8645,-1.8,-3.49
8,"(3,7)",2.3754,-1.21,2.11
8,"(4,4)",-0.06,-0.0,-0.0
8,"(2,4)",2.1071,-2.1,-0.48
8,"(5,8)",3.2078,0.08,3.27
9,"(6,5)",0.9584,1.02,0.08
9,"(0,7)",5.2946,-4.76,2.46
9,"(5,4)",-0.0478,0.01,-0.02
10,"(5,2)",2.0424,0.19,-2.09
10,"(1,4)",3.006,-3.03,-0.4
10,"(7,6)",2.5174,2.37,1.0
10,"(7,7)",3.4286,2.7,2.21
10,"(9,6)",4.3815,4.15,1.59
10,"(5,5)",-0.0677,0.0,0.0
10,"(5,6)",0.9486,0.1,1.02
11,"(9,3)",4.4834,4.24,-1.69
11,"(3,6)",1.5168,-1.08,1.14
11,"(6,9)",8.0237,1.65,7.92
11,"(8,3)",3.4973,3.2,-1.55
12,"(2,7)",3.1873,-2.11,2.48
12,"(7,5)",1.9607,2.02,0.08
12,"(3,3)",1.5022,-1.01,-1.19
12,"(6,8)",3.9146,1.94,3.46
13,"(4,4)",-0.0684,-0.01,-0.0
13,"(7,3)",2.9217,2.56,-1.51
14,"(6,9)",4.5609,1.01,4.5
14,"(3,1)",3.4031,-1.69,-3.02
14,"(8,6)",3.3884,3.23,1.23
14,"(5,2)",1.9727,0.28,-2.01
15,"(2,4)",2.0391,-2.01,-0.62
15,"(5,5)",-0.0709,0.0,0.0
15,"(1,1)",4.8749,-3.5,-3.48
15,"(6,8)",3.5737,1.09,3.47
15,"(4,5)",-0.0621,-0.0,0.0
15,"(4,7)",2.1051,-0.19,2.14
15,"(6,7)",2.3101,1.16,2.07
15,"(6,3)",1.4281,1.07,-1.04
15,"(9,3)",4.1248,4.06,-1.02
15,"(3,2)",2.3404,-1.19,-2.08
16,"(5,8)",3.004,0.36,3.04
16,"(8,9)",6.0295,3.65,4.88
16,"(9,6)",4.2211,4.07,1.33
16,"(5,4)",-0.0521,0.01,-0.0
16,"(1,5)",2.9893,-3.03,0.29
16,"(9,4)",3.9974,4.06,-0.14
17,"(8,7)",4.4907,4.0,2.17
17,"(6,4)",0.9821,1.02,-0.21
17,"(3,9)",4.4831,-1.3,4.35
17,"(6,8)",3.3496,1.2,3.19
17,"(2,0)",4.8275,-2.37,-4.27
17,"(5,2)",1.972,0.19,-2.02
17,"(4,7)",2.0434,-0.12,2.1
18,"(3,5)",0.9822,-1.02,0.22
18,"(5,4)",-0.0565,0.0,-0.0
18,"(8,8)",4.5808,3.55,3.0
18,"(3,4)",0.9473,-1.0,-0.07
18,"(5,2)",1.9717,0.14,-2.03
18,"(8,6)",3.3228,3.13,1.28
18,"(8,5)",2.9519,3.01,0.2
18,"(1,2)",3.629,-3.08,-2.02
18,"(2,6)",2.4018,-2.22,1.06
18,"(1,6)",3.3281,-3.12,1.32
18,"(3,6)",1.4849,-1.04,1.15
18,"(4,7)",2.0333,-0.18,2.08
18,"(5,6)",0.9353,0.09,1.0
18,"(7,3)",2.7913,2.61,-1.16
19,"(2,8)",3.8495,-2.25,3.19
19,"(4,5)",-0.0678,-0.0,0.0
19,"(6,4)",0.953,1.01,-0.08
20,"(0,2)",5.9343,-5.58,-2.2
20,"(6,1)",3.3576,1.37,-3.13
20,"(0,4)",3.9563,-4.01,-0.14
20,"(3,8)",3.4021,-1.51,3.12
20,"(7,3)",2.6167,2.35,-1.3
20,"(0,0)",6.0761,-4.12,-4.57
21,"(7,7)",3.1736,2.33,2.24
21,"(3,0)",4.5531,-1.23,-4.45
21,"(2,2)",3.0205,-2.25,-2.09
21,"(7,4)",1.934,2.01,-0.07
22,"(4,8)",2.9402,-0.25,3.0
22,"(7,3)",2.2734,2.07,-1.09
22,"(5,0)",4.0327,0.29,-4.08
23,"(8,3)",3.4854,3.18,-1.57
23,"(2,1)",4.4911,-2.92,-3.51
23,"(4,3)",0.9488,-0.03,-1.01
23,"(1,8)",4.379,-3.16,3.13
24,"(4,6)",0.9779,-0.16,1.03
24,"(4,1)",3.2024,-0.38,-3.24
24,"(3,3)",1.5003,-1.05,-1.14
24,"(8,2)",3.9272,3.39,-2.12
24,"(3,0)",4.5208,-1.74,-4.25
24,"(2,4)",2.0149,-2.08,-0.04
25,"(2,3)",2.1818,-2.01,-1.0
25,"(5,4)",-0.0599,0.01,-0.0
25,"(0,5)",4.1917,-4.24,0.47
25,"(6,6)",1.4209,1.08,1.03
27,"(6,9)",4.4146,1.95,4.02
28,"(7,7)",3.1566,2.27,2.29
28,"(8,7)",3.8005,3.21,2.17
28,"(7,5)",1.9553,2.0,0.21
28,"(7,9)",4.797,2.15,4.36
28,"(4,1)",3.1739,-0.97,-3.09
29,"(4,4)",-0.0723,-0.0,-0.0
29,"(8,2)",3.86,3.34,-2.09
29,"(7,9)",4.6388,2.44,4.03
30,"(5,3)",0.9583,0.02,-1.01
30,"(6,3)",1.4124,1.01,-1.07
30,"(5,1)",3.0427,0.22,-3.1
31,"(7,7)",3.1492,2.51,2.01
31,"(9,7)",5.1045,4.46,2.6
32,"(7,1)",3.6961,2.06,-3.14
32,"(8,4)",3.0244,3.09,-0.22
32,"(2,6)",2.2796,-2.01,1.19
32,"(3,6)",1.4384,-1.05,1.05
33,"(3,2)",2.305,-1.16,-2.06
34,"(5,4)",-0.0648,0.0,-0.0
34,"(5,3)",0.9454,0.12,-1.01
34,"(0,2)",4.8487,-4.03,-2.8
35,"(4,5)",-0.0765,-0.0,0.0
36,"(6,2)",2.2613,1.12,-2.04
36,"(8,3)",3.4357,3.14,-1.52
36,"(0,5)",4.0808,-4.15,0.31
37,"(7,6)",2.2894,2.06,1.11
37,"(3,2)",2.2129,-1.06,-2.02
37,"(2,4)",1.9728,-2.01,-0.3
37,"(0,9)",5.7169,-4.09,4.08
38,"(0,3)",4.1653,-4.1,-1.07
38,"(6,2)",2.1894,1.0,-2.02
38,"(8,3)",3.4055,3.25,-1.2
38,"(8,2)",3.5856,3.02,-2.04
39,"(8,0)",5.5356,3.53,-4.37
39,"(4,1)",3.0975,-0.79,-3.07
40,"(7,0)",4.7584,2.54,-4.09
40,"(3,5)",0.9796,-1.04,0.11
40,"(2,6)",2.2545,-2.04,1.06
40,"(8,9)",5.2254,3.0,4.37
40,"(2,5)",1.9578,-2.02,0.14
40,"(0,8)",7.1195,-6.38,3.34
41,"(6,0)",4.3955,1.48,-4.2
41,"(5,7)",1.9669,0.33,2.01
41,"(3,7)",2.2883,-1.15,2.06
41,"(2,0)",4.5679,-2.32,-4.02
42,"(4,7)",1.9942,-0.06,2.07
42,"(3,0)",4.5071,-1.09,-4.43
43,"(0,8)",6.472,-5.81,3.03
43,"(0,5)",4.0541,-4.12,0.14
45,"(6,6)",1.4169,1.04,1.04
45,"(7,3)",2.2497,2.03,-1.11
45,"(1,3)",3.4311,-3.15,-1.52
45,"(8,9)",5.0366,3.14,4.02
45,"(5,1)",3.04,0.68,-3.02
45,"(3,8)",3.3144,-1.42,3.07
45,"(0,8)",6.0827,-4.78,3.88
45,"(3,6)",1.4241,-1.04,1.06
46,"(9,7)",4.7537,4.33,2.12
46,"(8,1)",4.7653,3.55,-3.28
46,"(2,7)",3.0436,-2.18,2.22
47,"(6,1)",3.2633,1.19,-3.11
47,"(3,0)",4.296,-1.37,-4.15
47,"(4,0)",4.0351,-0.13,-4.11
48,"(4,1)",2.9698,-0.25,-3.03
49,"(9,8)",5.2144,4.33,3.03
49,"(5,5)",-0.0807,0.0,0.0
50,"(8,6)",3.2645,3.18,1.01
51,"(6,7)",2.2569,1.06,2.06
51,"(6,0)",4.262,1.05,-4.2
51,"(7,7)",3.0636,2.37,2.04
52,"(8,3)",3.2679,3.08,-1.28
52,"(1,1)",4.5684,-3.39,-3.16
55,"(4,6)",0.9593,-0.19,1.01
56,"(0,6)",4.1335,-4.01,1.25
57,"(3,8)",3.1614,-1.06,3.06
58,"(3,5)",0.9662,-1.02,0.1
58,"(2,1)",3.7942,-2.23,-3.16
59,"(2,7)",2.9887,-2.28,2.05
59,"(7,6)",2.2362,2.02,1.1
59,"(2,0)",4.5084,-2.06,-4.09
59,"(1,4)",2.9907,-3.03,-0.39
60,"(1,4)",2.9633,-3.01,-0.22
60,"(5,1)",3.0198,0.53,-3.03
61,"(7,2)",2.9937,2.08,-2.24
61,"(6,9)",4.3274,1.35,4.18
62,"(8,1)",4.3454,3.21,-3.01
62,"(8,7)",3.7786,3.25,2.05
63,"(1,6)",3.2831,-3.01,1.49
63,"(0,2)",4.5651,-4.01,-2.33
64,"(5,4)",-0.0722,0.0,-0.0
64,"(7,7)",2.9607,2.01,2.27
65,"(1,5)",2.9713,-3.02,0.05
65,"(8,3)",3.1902,3.04,-1.18
66,"(3,3)",1.4942,-1.0,-1.2
67,"(1,0)",5.3807,-3.23,-4.39
68,"(8,0)",4.955,3.0,-4.02
68,"(9,2)",4.6074,4.2,-2.07
68,"(3,3)",1.422,-1.06,-1.04
69,"(3,3)",1.4089,-1.06,-1.02
70,"(6,9)",4.3264,1.18,4.23
70,"(3,1)",3.2868,-1.09,-3.15
71,"(1,9)",5.3168,-3.46,4.12
71,"(5,9)",3.9695,0.24,4.02
72,"(3,5)",0.9416,-1.01,0.09
72,"(1,3)",3.2562,-3.02,-1.38
72,"(0,1)",5.3262,-4.11,-3.49
73,"(2,2)",2.9842,-2.04,-2.27
74,"(4,6)",0.9546,-0.16,1.01
75,"(2,2)",2.8654,-2.06,-2.09
75,"(9,4)",3.9776,4.04,-0.18
75,"(5,7)",1.9613,0.13,2.01
76,"(2,4)",1.9219,-2.0,-0.04
76,"(7,5)",1.9404,2.0,0.09
76,"(2,7)",2.8062,-2.01,2.05
77,"(0,7)",4.7344,-4.02,2.62
77,"(3,1)",3.2291,-1.01,-3.12
77,"(1,7)",3.628,-3.05,2.08
78,"(1,1)",4.4106,-3.17,-3.16
78,"(3,1)",3.1647,-1.08,-3.05
79,"(6,1)",3.1971,1.09,-3.08
80,"(8,7)",3.7656,3.05,2.34
80,"(7,2)",2.8401,2.06,-2.06
80,"(6,3)",1.3695,1.02,-1.01
81,"(0,8)",5.4785,-4.23,3.6
81,"(2,6)",2.2496,-2.06,1.06
82,"(7,1)",3.6572,2.19,-3.01
84,"(9,7)",4.5597,4.0,2.29
85,"(9,7)",4.5167,4.03,2.17
89,"(5,8)",2.9679,0.43,3.0
90,"(9,3)",4.0942,4.04,-1.0
90,"(4,9)",4.1663,-0.93,4.13
90,"(3,7)",2.2014,-1.05,2.02
90,"(8,7)",3.7168,3.14,2.11
91,"(8,4)",2.9598,3.02,-0.26
91,"(6,4)",0.9354,1.0,-0.06
91,"(2,5)",1.9525,-2.02,0.19
93,"(3,0)",4.281,-1.43,-4.12
93,"(5,2)",1.9614,0.08,-2.02
94,"(8,8)",4.5302,3.45,3.04
95,"(6,7)",2.2253,1.07,2.03
96,"(7,7)",2.9168,2.03,2.18
98,"(6,8)",3.2846,1.25,3.12
99,"(2,9)",4.9641,-2.65,4.27
