Generation,Filled_Cells,Coverage_%,Best_Fitness
1,13,13.0,-5.0513
2,14,14.0,-5.0513
3,16,16.0,-5.085
4,19,19.0,-5.085
5,20,20.0,-5.085
6,21,21.0,-5.085
7,22,22.0,-5.085
8,24,24.0,-5.085
9,27,27.0,-5.085
