Generation,Cell,Fitness,X,Y
1,"(9,0)",784.8493,77.5,-12.44
1,"(9,0)",781.9158,77.81,-7.74
1,"(9,2)",774.8644,77.46,-2.28
1,"(9,7)",777.6109,77.73,2.47
1,"(9,9)",777.9997,77.45,7.37
1,"(9,0)",773.8723,72.33,-27.53
1,"(9,0)",759.2033,72.5,-22.54
1,"(9,0)",746.0218,72.47,-17.72
1,"(9,0)",735.7378,72.51,-12.47
1,"(9,0)",728.7323,72.49,-7.53
1,"(9,2)",723.8677,72.34,-2.55
1,"(9,7)",720.0702,71.97,2.53
1,"(9,9)",727.6488,72.37,7.63
1,"(9,0)",728.2564,67.51,-27.32
1,"(9,0)",711.653,67.55,-22.39
1,"(9,0)",695.519,67.28,-17.62
1,"(9,0)",686.2119,67.47,-12.51
1,"(9,0)",678.2955,67.43,-7.41
1,"(9,2)",673.3561,67.31,-2.13
1,"(9,7)",675.8446,67.53,2.68
1,"(9,9)",678.7525,67.47,7.41
1,"(9,0)",666.9077,62.78,-22.51
1,"(9,0)",651.9911,62.81,-17.48
1,"(9,0)",641.0324,62.86,-12.58
1,"(9,0)",628.9397,62.47,-7.35
1,"(9,2)",625.9634,62.55,-2.54
1,"(9,7)",626.8589,62.64,2.58
1,"(9,9)",629.3477,62.47,7.63
1,"(9,0)",618.2542,57.59,-22.49
1,"(9,0)",602.184,57.6,-17.56
1,"(9,0)",590.1628,57.66,-12.57
1,"(9,0)",581.0731,57.6,-7.64
1,"(9,2)",577.9394,57.73,-2.69
1,"(9,7)",574.4608,57.4,2.38
1,"(9,9)",575.2681,57.05,7.43
1,"(9,0)",571.0273,52.5,-22.47
1,"(9,0)",554.9256,52.64,-17.56
1,"(9,0)",541.996,52.7,-12.66
1,"(9,0)",528.5786,52.33,-7.49
1,"(9,2)",526.0084,52.54,-2.55
1,"(9,7)",524.0137,52.34,2.52
1,"(9,9)",530.3045,52.5,7.52
1,"(9,0)",526.1293,47.57,-22.48
1,"(9,0)",505.8714,47.44,-17.56
1,"(9,0)",494.4245,47.78,-12.71
1,"(9,0)",476.6853,47.06,-7.61
1,"(9,2)",475.3177,47.47,-2.46
1,"(9,7)",476.2817,47.57,2.47
1,"(9,9)",479.5531,47.39,7.37
1,"(9,0)",459.5588,42.56,-17.35
1,"(9,0)",442.3732,42.47,-12.4
1,"(9,0)",438.4681,43.2,-7.49
1,"(9,2)",424.7857,42.41,-2.36
1,"(9,7)",425.3484,42.47,2.43
1,"(9,9)",432.0212,42.61,7.17
1,"(9,0)",436.6834,37.62,-22.19
1,"(9,0)",413.8423,37.54,-17.42
1,"(9,0)",395.5324,37.56,-12.39
1,"(9,0)",381.2601,37.34,-7.73
1,"(9,2)",378.0804,37.73,-2.53
1,"(9,7)",379.8636,37.9,2.57
1,"(9,9)",381.2991,37.38,7.55
1,"(9,0)",370.0557,32.43,-17.83
1,"(9,0)",348.185,32.5,-12.5
1,"(9,0)",334.3682,32.57,-7.59
1,"(9,2)",327.267,32.61,-2.75
1,"(9,7)",325.2205,32.43,2.52
1,"(9,9)",332.0915,32.29,7.78
1,"(9,0)",326.9388,27.55,-17.61
1,"(9,0)",301.7652,27.51,-12.42
1,"(9,0)",281.6801,27.16,-7.46
1,"(9,2)",277.0782,27.61,-2.32
1,"(9,7)",276.3274,27.54,2.23
1,"(9,9)",284.1232,27.41,7.49
1,"(9,0)",258.7155,22.67,-12.48
1,"(9,0)",238.9666,22.66,-7.6
1,"(9,2)",230.4201,22.93,-2.29
1,"(9,7)",226.074,22.5,2.21
1,"(9,9)",236.1095,22.37,7.56
1,"(9,0)",216.7417,17.8,-12.37
1,"(9,0)",188.8915,17.43,-7.29
1,"(9,2)",176.0654,17.47,-2.19
1,"(9,7)",180.8159,17.92,2.45
1,"(9,9)",188.6654,17.42,7.25
1,"(9,0)",176.3353,12.43,-12.52
1,"(9,0)",145.1975,12.37,-7.61
1,"(9,2)",128.6446,12.62,-2.53
1,"(9,7)",125.6841,12.36,2.29
1,"(9,9)",148.2192,12.66,7.72
1,"(9,0)",144.0869,7.34,-12.4
1,"(9,0)",107.8644,7.58,-7.67
1,"(9,2)",75.9267,7.31,-2.08
1,"(9,7)",80.7776,7.62,2.69
1,"(9,9)",106.5207,7.49,7.58
1,"(7,0)",1073.1821,2.75,-107.28
1,"(7,0)",1023.2835,2.21,-102.31
1,"(7,0)",972.275,2.64,-97.19
1,"(7,0)",922.0189,2.36,-92.17
1,"(7,0)",871.065,2.76,-87.06
1,"(7,0)",826.2754,2.48,-82.59
1,"(7,0)",776.2501,2.63,-77.58
1,"(7,0)",723.959,2.5,-72.36
1,"(7,0)",674.534,2.66,-67.4
1,"(7,0)",628.3881,2.76,-62.78
1,"(7,0)",575.0977,2.29,-57.47
1,"(7,0)",529.1369,2.68,-52.85
1,"(7,0)",474.0399,2.32,-47.35
1,"(7,0)",426.9057,2.6,-42.61
1,"(7,0)",371.817,2.43,-37.1
1,"(7,0)",323.1632,2.23,-32.24
1,"(7,0)",274.3584,2.37,-27.34
1,"(7,0)",230.953,2.62,-22.95
1,"(7,0)",177.6476,2.48,-17.59
1,"(7,0)",123.0162,2.39,-12.07
1,"(7,0)",80.9673,2.49,-7.71
1,"(7,2)",33.6024,2.44,-2.31
1,"(7,7)",35.5616,2.65,2.37
1,"(7,9)",79.9096,2.32,7.65
1,"(8,9)",270.3748,3.39,26.83
1,"(2,0)",1075.7222,-2.47,-107.55
1,"(2,0)",1027.0378,-2.39,-102.68
1,"(2,0)",976.1291,-2.44,-97.59
1,"(2,0)",923.978,-2.4,-92.37
1,"(2,0)",874.9244,-2.36,-87.46
1,"(2,0)",824.3988,-2.63,-82.4
1,"(2,0)",776.3003,-2.43,-77.59
1,"(2,0)",727.1296,-2.44,-72.67
1,"(2,0)",674.0432,-2.81,-67.35
1,"(2,0)",626.736,-2.49,-62.63
1,"(2,0)",580.4248,-2.22,-58.0
1,"(2,0)",525.119,-2.52,-52.45
1,"(2,0)",475.2744,-2.75,-47.45
1,"(2,0)",423.1096,-2.23,-42.25
1,"(2,0)",374.2586,-2.27,-37.36
1,"(2,0)",329.7007,-2.61,-32.87
1,"(2,0)",276.4283,-2.47,-27.53
1,"(2,0)",228.4365,-2.74,-22.68
1,"(2,0)",173.293,-2.7,-17.12
1,"(2,0)",124.9356,-2.75,-12.19
1,"(2,0)",78.3353,-2.61,-7.39
1,"(2,2)",35.3253,-2.5,-2.5
1,"(2,7)",33.5027,-2.41,2.33
1,"(2,9)",79.0092,-2.49,7.5
1,"(0,0)",1078.4405,-7.39,-107.59
1,"(0,0)",1027.019,-7.54,-102.43
1,"(0,0)",979.4656,-7.43,-97.67
1,"(0,0)",927.6415,-7.49,-92.46
1,"(0,0)",877.4767,-7.79,-87.4
1,"(0,0)",828.8752,-7.66,-82.53
1,"(0,0)",777.9128,-7.41,-77.44
1,"(0,0)",728.6184,-7.67,-72.46
1,"(0,0)",681.9058,-7.59,-67.77
1,"(0,0)",627.7159,-7.58,-62.31
1,"(0,0)",580.0757,-7.64,-57.5
1,"(0,0)",530.6799,-7.68,-52.51
1,"(0,0)",481.5545,-7.29,-47.6
1,"(0,0)",431.921,-7.58,-42.52
1,"(0,0)",381.8396,-7.41,-37.46
1,"(0,0)",331.1936,-7.32,-32.3
1,"(0,0)",281.9907,-6.56,-27.43
1,"(0,0)",241.0731,-7.6,-22.88
1,"(0,0)",190.5194,-7.9,-17.34
1,"(0,0)",146.1735,-7.52,-12.54
1,"(0,0)",105.7217,-7.48,-7.47
1,"(0,2)",79.7278,-7.51,-2.69
1,"(0,7)",76.0185,-7.23,2.36
1,"(0,9)",102.6474,-7.41,7.11
1,"(0,1)",478.8898,-47.77,-3.35
1,"(0,3)",880.3061,-88.01,-1.85
2,"(9,1)",680.9353,68.02,-3.29
2,"(9,6)",375.3237,37.5,1.7
2,"(9,8)",176.2923,17.36,3.09
2,"(9,0)",103.1731,7.35,-7.25
2,"(8,0)",1019.7989,3.01,-101.94
2,"(8,0)",574.1752,3.21,-57.33
2,"(7,0)",77.7587,2.11,-7.49
2,"(7,7)",34.7407,2.54,2.37
2,"(7,9)",79.4254,2.69,7.48
2,"(6,9)",230.5329,1.56,23.0
2,"(3,0)",726.0173,-1.74,-72.58
2,"(2,0)",74.9537,-2.55,-7.05
2,"(2,8)",38.9722,-2.47,3.02
2,"(2,9)",76.6086,-2.14,7.36
2,"(0,0)",104.9783,-7.33,-7.52
2,"(0,2)",79.2056,-7.53,-2.46
2,"(0,6)",523.6628,-52.33,1.94
3,"(9,3)",920.6268,92.06,-1.54
3,"(9,3)",728.4013,72.82,-1.91
3,"(9,3)",525.1549,52.49,-1.64
3,"(9,1)",325.6334,32.43,-3.01
3,"(9,6)",128.0358,12.72,1.53
3,"(9,7)",79.6341,7.5,2.67
3,"(7,7)",33.8545,2.37,2.43
3,"(1,0)",1027.4131,-3.42,-102.69
3,"(1,0)",233.1437,-3.24,-23.09
3,"(2,2)",34.0768,-2.15,-2.65
3,"(2,7)",32.5233,-2.38,2.22
3,"(0,0)",102.6616,-6.9,-7.61
3,"(0,1)",381.5974,-37.95,-3.99
3,"(0,3)",817.8673,-81.77,-1.79
4,"(9,3)",518.0245,51.77,-1.9
4,"(9,3)",466.6877,46.65,-1.51
4,"(9,5)",412.9996,41.3,0.7
4,"(9,3)",77.575,7.57,-1.72
4,"(9,7)",77.9603,7.45,2.29
4,"(9,9)",104.7648,7.21,7.61
4,"(7,0)",74.6092,2.14,-7.15
4,"(7,9)",78.2026,2.52,7.41
4,"(2,1)",40.483,-2.5,-3.19
4,"(2,6)",30.2066,-2.69,1.39
4,"(3,9)",579.9874,-1.83,57.97
4,"(1,9)",871.8492,-3.13,87.13
4,"(0,1)",239.874,-23.75,-3.4
4,"(0,8)",325.9764,-32.39,3.73
4,"(0,4)",772.3635,-77.24,-0.82
5,"(9,1)",130.5519,12.71,-3.01
5,"(9,2)",74.1256,7.04,-2.32
5,"(6,0)",630.8717,1.98,-63.06
5,"(7,9)",77.2988,2.36,7.37
5,"(3,9)",171.8022,-1.9,17.08
5,"(0,2)",78.1851,-7.37,-2.63
5,"(0,6)",176.0353,-17.58,1.06
5,"(0,3)",318.2034,-31.78,-1.69
6,"(4,0)",772.6769,-0.37,-77.27
6,"(6,0)",419.6277,1.44,-41.94
6,"(8,0)",323.2854,3.03,-32.19
6,"(6,0)",71.732,1.73,-6.97
6,"(2,2)",33.6722,-2.28,-2.48
6,"(1,9)",778.9714,-3.14,77.84
7,"(9,9)",103.2438,7.14,7.46
7,"(1,9)",376.1155,-3.02,37.49
7,"(0,2)",76.1444,-7.27,-2.29
8,"(2,2)",31.98,-2.38,-2.15
8,"(2,9)",75.8491,-2.31,7.23
8,"(0,0)",99.5433,-7.02,-7.07
8,"(0,4)",648.2454,-64.83,-0.41
9,"(9,4)",650.5317,65.06,-0.53
9,"(8,1)",45.7478,3.43,-3.04
9,"(7,7)",33.7373,2.42,2.36
9,"(7,9)",77.0473,2.22,7.38
9,"(3,0)",620.9905,-1.77,-62.08
9,"(1,0)",216.3137,-3.73,-21.31
9,"(0,8)",275.3212,-27.33,3.35
10,"(9,0)",101.7805,7.05,-7.35
10,"(9,6)",82.2593,7.99,1.95
11,"(9,0)",100.7865,7.87,-6.3
11,"(6,7)",25.8784,1.31,2.24
11,"(1,7)",38.299,-3.01,2.38
11,"(0,2)",76.143,-7.18,-2.55
11,"(0,8)",139.0152,-13.51,3.28
12,"(9,7)",76.9079,7.3,2.44
12,"(5,0)",673.5593,0.32,-67.36
12,"(7,1)",38.6867,2.32,-3.1
12,"(8,9)",173.3389,3.42,17.0
12,"(3,0)",169.7639,-1.61,-16.9
12,"(3,0)",137.0157,-1.24,-13.65
12,"(0,7)",73.843,-7.05,2.22
13,"(9,7)",76.3086,7.25,2.4
13,"(7,3)",32.8969,2.96,-1.44
13,"(1,9)",273.2818,-3.17,27.15
13,"(0,0)",97.8395,-6.36,-7.44
13,"(0,1)",81.8001,-7.56,-3.15
13,"(0,5)",308.0032,-30.8,0.34
14,"(9,9)",102.5115,6.66,7.8
14,"(4,9)",878.0659,-0.04,87.81
14,"(1,0)",77.5773,-3.29,-7.03
14,"(2,3)",28.8594,-2.59,-1.29
14,"(1,6)",41.0911,-3.71,1.79
14,"(3,9)",80.9954,-1.97,7.86
15,"(9,5)",162.8189,16.27,0.73
15,"(9,1)",83.9998,7.7,-3.36
15,"(5,0)",114.7725,0.85,-11.45
15,"(7,2)",33.0009,2.13,-2.53
15,"(7,9)",76.5502,2.45,7.26
15,"(5,9)",505.2688,0.93,50.52
15,"(0,0)",96.3096,-8.11,-5.21
16,"(8,0)",265.3698,3.7,-26.28
16,"(6,9)",128.3569,1.82,12.71
16,"(1,2)",41.9333,-3.44,-2.4
16,"(0,2)",71.1174,-6.67,-2.49
16,"(0,6)",138.0763,-13.69,1.85
16,"(0,4)",528.1617,-52.81,-0.95
17,"(9,8)",82.4373,7.68,3.01
17,"(6,8)",43.6195,1.94,3.91
17,"(6,9)",75.4628,1.77,7.34
17,"(4,9)",823.1626,-0.84,82.32
17,"(0,6)",68.2986,-6.61,1.72
17,"(0,3)",269.3239,-26.88,-1.74
18,"(1,9)",59.3972,-3.72,4.64
18,"(4,9)",613.6144,-0.69,61.36
18,"(0,3)",218.9037,-21.84,-1.6
