Generation,Filled_Cells,Coverage_%,Best_Fitness
1,29,29.0,1.0938
2,29,29.0,0.2008
3,32,32.0,0.0987
4,35,35.0,0.0987
5,37,37.0,0.0987
6,38,38.0,0.0987
7,38,38.0,0.0987
8,38,38.0,0.0987
9,39,39.0,0.0935
