Generation,Filled_Cells,Coverage_%,Best_Fitness
1,15,15.0,23.1936
2,17,17.0,23.0511
3,21,21.0,23.0511
4,23,23.0,23.0511
5,25,25.0,23.0511
6,27,27.0,23.0511
7,28,28.0,19.6962
8,28,28.0,19.6962
9,31,31.0,19.6962
